venda_id,jogo_id,preco_pago
1967,44,26.02
1967,274,37.85
1967,148,34.54
1967,296,27.57
1968,219,19.32
1969,36,21.56
1970,445,49.93
1970,358,4.32
1971,228,10.12
1971,164,30.75
1971,431,12.76
1972,192,20.88
1972,417,11.71
1972,112,18.6
1973,150,59.04
1973,211,40.78
1974,284,39.74
1974,220,40.09
1974,289,13.47
1974,478,28.81
1975,225,53.79
1975,297,34.94
1976,46,45.71
1976,353,5.77
1976,279,19.52
1976,60,34.68
1977,329,20.65
1977,197,10.4
1977,249,9.1
1978,78,47.35
1978,217,8.76
1979,3,35.3
1979,237,22.65
1979,474,29.66
1980,69,14.51
1980,442,23.94
1981,209,24.29
1982,257,37.1
1982,274,34.48
1982,276,38.43
1982,111,9.16
1983,224,23.31
1983,277,34.32
1983,455,21.53
1984,92,38.03
1984,406,68.46
1985,199,6.19
1986,247,43.97
1986,442,24.7
1987,7,42.38
1987,259,6.24
1988,112,15.96
1988,310,49.38
1988,499,31.66
1988,85,55.23
1989,233,37.77
1990,409,18.27
1990,200,50.85
1990,83,7.28
1990,198,18.97
1991,16,4.19
1992,130,31.07
1992,87,18.4
1992,147,25.54
1992,183,45.05
1993,490,53.2
1993,356,20.22
1993,348,21.82
1993,93,33.0
1994,260,32.0
1995,490,63.11
1996,266,11.53
1996,225,58.01
1996,127,47.65
1997,192,33.17
1998,350,31.62
1999,305,29.48
1999,202,34.79
2000,16,4.05
2000,314,29.88
2001,208,11.96
2002,225,37.11
2002,158,42.42
2002,173,17.51
2003,222,14.42
2003,186,20.59
2004,108,21.03
2005,169,38.44
2006,244,20.42
2007,264,16.87
2007,472,19.64
2007,396,13.76
2007,241,48.06
2008,270,14.21
2008,223,67.92
2008,439,19.08
2009,247,28.99
2009,68,43.8
2009,443,32.93
2010,287,45.94
2010,126,4.84
2010,253,32.8
2010,40,32.73
2011,175,54.89
2011,29,12.83
2011,187,42.34
2012,276,35.49
2012,222,17.06
2013,235,58.73
2013,321,10.28
2013,106,27.8
2014,205,17.87
2014,151,42.65
2014,127,42.77
2014,153,9.38
2015,216,31.58
2015,398,11.25
2015,361,15.68
2015,442,41.2
2016,340,38.09
2017,207,3.84
2018,136,9.28
2018,24,31.34
2019,456,37.02
2019,58,41.01
2019,154,10.63
2019,48,44.4
2020,494,4.3
2021,463,24.8
2021,441,42.99
2021,408,24.05
2022,478,16.67
2023,120,8.94
2024,57,35.64
2024,408,22.43
2025,49,40.82
2025,15,60.67
2025,179,18.02
2025,207,5.31
2026,112,23.64
2026,231,41.17
2026,58,44.29
2026,313,41.8
2027,152,14.43
2027,402,14.69
2027,386,5.92
2027,163,17.43
2028,133,20.94
2028,384,35.89
2028,237,16.94
2028,482,49.5
2029,195,45.91
2029,207,4.54
2030,179,23.68
2031,15,34.25
2031,233,30.44
2032,441,24.44
2032,118,32.67
2032,247,34.76
2032,457,24.64
2033,18,29.21
2034,215,17.87
2034,259,6.29
2035,458,8.0
2036,370,31.38
2037,80,5.35
2037,498,30.97
2037,297,27.77
2038,154,9.94
2038,447,39.67
2039,494,6.2
2039,160,32.66
2039,235,60.95
2039,31,21.45
2040,360,29.68
2040,436,40.51
2040,221,15.01
2040,428,4.66
2041,303,22.28
2042,76,32.83
2043,231,28.44
2043,307,45.48
2043,456,36.15
2044,211,25.07
2044,209,32.75
2045,90,24.69
2045,458,4.77
2045,306,25.97
2046,471,5.79
2047,45,45.07
2047,162,14.15
2047,41,40.35
2047,331,32.03
2048,41,51.45
2048,121,47.2
2049,303,43.6
2049,274,40.59
2050,246,40.83
2050,39,31.09
2050,167,4.56
2050,182,28.95
2051,301,24.98
2051,314,18.72
2051,346,53.27
2052,265,6.73
2052,411,44.36
2053,192,29.59
2054,401,64.09
2054,296,37.11
2054,57,52.78
2054,86,33.58
2055,5,29.45
2055,494,3.8
2056,234,26.19
2056,283,49.08
2057,155,61.53
2058,295,33.19
2058,52,36.77
2058,352,8.6
2058,102,49.31
2059,419,30.65
2059,97,28.02
2060,337,19.03
2060,124,33.23
2060,123,4.81
2060,379,36.91
2061,279,16.15
2062,255,32.56
2062,68,35.61
2063,320,6.39
2064,234,19.86
2065,419,31.44
2065,394,31.38
2065,64,39.51
2065,3,35.01
2066,382,12.13
2066,315,6.62
2066,462,40.61
2066,468,5.4
2067,192,25.29
2067,148,33.15
2068,37,9.72
2069,255,31.07
2070,46,32.58
2070,25,43.19
2070,311,32.41
2070,310,26.36
2071,85,47.35
2071,103,50.9
2072,481,40.65
2073,263,4.2
2074,474,39.44
2074,9,48.25
2075,226,51.85
2075,206,18.48
2075,439,31.22
2075,193,15.99
2076,168,37.96
2076,43,28.71
2076,237,23.92
2077,318,12.58
2077,106,30.03
2077,170,6.58
2078,334,33.24
2079,273,24.95
2079,330,33.64
2079,194,12.48
2079,3,31.52
2080,298,33.32
2080,379,43.27
2080,256,19.52
2080,352,10.55
2081,53,52.66
2081,108,36.21
2081,164,44.29
2082,42,64.91
2082,29,14.73
2082,257,60.66
2082,218,25.35
2083,125,41.94
2083,310,51.66
2083,228,11.13
2084,182,28.51
2085,146,32.93
2086,423,27.78
2086,13,6.04
2087,183,31.62
2087,395,31.44
2087,354,14.29
2088,428,3.94
2088,419,38.23
2088,391,56.07
2088,209,31.06
2089,380,35.91
2089,15,35.83
2089,26,9.05
2089,134,34.67
2090,86,32.73
2090,53,58.49
2090,75,16.78
2091,261,44.45
2091,403,23.66
2091,33,21.78
2092,234,24.91
2092,220,33.96
2093,374,9.3
2094,445,45.92
2095,402,15.74
2095,199,4.86
2095,460,22.57
2096,93,29.2
2096,248,39.93
2096,4,53.4
2097,228,8.19
2097,276,54.76
2098,41,52.72
2099,475,28.91
2099,144,23.66
2099,347,41.64
2099,453,51.52
2100,8,19.19
2100,426,30.03
2100,100,45.64
2100,30,30.37
2101,318,18.35
2101,118,35.92
2102,63,33.66
2102,125,34.88
2102,475,29.04
2103,459,4.76
2103,387,9.29
2103,189,32.71
2104,375,25.86
2105,240,42.49
2105,378,7.57
2105,37,7.7
2105,242,42.78
2106,422,46.07
2107,113,14.08
2107,428,4.64
2108,449,36.89
2109,52,28.76
2109,447,32.75
2110,347,33.51
2110,64,43.85
2110,268,53.46
2110,222,16.56
2111,33,20.81
2112,101,16.77
2112,377,5.43
2113,159,18.0
2113,106,21.98
2113,241,33.01
2114,425,20.6
2114,446,36.08
2115,448,63.58
2115,494,4.43
2116,110,55.51
2116,485,15.56
2116,227,6.73
2117,94,9.5
2117,109,17.78
2117,262,4.54
2117,3,37.4
2118,148,52.35
2118,242,57.1
2118,5,26.12
2118,338,19.08
2119,499,36.02
2119,449,38.37
2119,262,2.8
2120,124,27.71
2120,267,39.82
2120,109,15.12
2120,111,6.46
2121,272,35.65
2121,420,53.64
2121,468,6.46
2121,9,50.65
2122,397,17.07
2123,250,48.82
2123,346,58.89
2123,430,40.88
2124,128,38.27
2124,381,25.36
2125,136,10.19
2125,481,34.65
2125,280,22.17
2125,81,4.32
2126,422,34.0
2126,261,35.81
2126,472,17.62
2126,70,35.55
2127,36,13.89
2127,480,30.36
2127,189,24.62
2127,389,35.13
2128,247,51.67
2128,94,9.16
2129,366,50.03
2129,326,28.78
2129,54,6.45
2129,209,30.53
2130,418,32.53
2130,172,62.7
2130,199,6.14
2130,211,27.97
2131,455,15.17
2131,259,5.42
2131,125,46.2
2131,161,30.65
2132,41,62.58
2133,61,8.71
2134,347,51.19
2134,170,8.21
2134,426,27.54
2134,469,9.8
2135,467,56.62
2136,49,36.15
2137,39,31.47
2137,305,48.21
2137,25,35.26
2137,407,33.23
2138,301,24.01
2138,381,17.17
2138,410,9.33
2139,395,46.34
2139,398,9.88
2139,401,69.33
2140,186,24.7
2141,151,38.05
2141,207,3.23
2141,264,18.92
2142,7,27.31
2142,126,6.12
2142,371,11.5
2143,416,53.87
2143,211,23.14
2143,277,33.89
2143,194,14.33
2144,485,15.13
2145,4,40.67
2146,340,27.1
2146,451,22.14
2146,318,20.33
2146,428,3.9
2147,311,24.11
2147,28,23.17
2147,471,6.82
2147,43,16.65
2148,241,60.72
2148,20,26.69
2149,195,33.75
2149,225,46.4
2149,407,34.94
2149,450,31.24
2150,449,26.46
2150,344,23.36
2150,82,66.0
2150,60,27.96
2151,478,18.52
2151,25,56.98
2152,63,38.06
2152,119,35.63
2152,371,13.59
2152,459,3.29
2153,68,44.71
2153,368,45.88
2153,27,9.69
2153,155,59.95
2154,325,47.09
2154,93,36.53
2154,25,53.82
2155,346,52.11
2155,413,39.79
2156,98,11.98
2156,134,21.78
2156,302,14.82
2157,276,48.28
2157,301,21.71
2158,64,50.21
2159,235,60.61
2160,428,3.16
2161,114,16.93
2162,404,21.04
2162,395,31.62
2162,233,31.68
2162,9,60.69
2163,16,3.99
2164,336,27.93
2165,383,51.63
2165,398,16.36
2166,155,38.32
2166,99,26.73
2166,325,49.95
2166,233,31.52
2167,33,21.21
2167,248,32.26
2167,279,16.97
2167,280,18.35
2168,285,18.26
2169,161,52.89
2169,88,44.07
2169,455,24.35
2169,113,11.78
2170,396,20.88
2170,173,19.37
2171,340,36.51
2171,54,5.92
2171,432,36.3
2171,176,16.97
2172,40,43.13
2172,234,27.75
2172,95,14.43
2172,375,31.28
2173,155,57.54
2173,225,62.84
2173,488,57.68
2173,476,59.09
2174,374,13.3
2174,167,6.29
2174,215,11.82
2175,412,10.98
2175,431,10.86
2175,285,17.16
2175,219,19.06
2176,203,57.44
2176,232,18.15
2177,253,26.47
2177,460,23.63
2177,298,27.22
2178,133,14.72
2178,162,18.33
2178,179,26.69
2178,30,28.37
2179,4,50.91
2180,69,16.37
2180,399,23.06
2180,343,17.45
2181,77,37.2
2181,410,9.46
2182,227,6.93
2182,466,18.44
2183,360,35.65
2184,178,57.05
2184,311,36.24
2185,211,27.58
2185,242,30.53
2185,272,36.34
2186,119,29.12
2186,41,41.98
2186,334,31.06
2187,88,50.71
2188,411,28.47
2188,295,35.54
2189,457,30.13
2189,427,15.38
2189,455,22.59
2190,23,44.2
2190,403,16.4
2190,207,3.32
2191,366,46.38
2192,13,8.76
2192,132,21.77
2193,377,7.95
2193,126,6.78
2193,362,54.98
2193,89,22.46
2194,85,49.96
2195,186,37.19
2195,333,25.48
2196,331,38.31
2196,94,16.35
2196,217,10.42
2197,130,35.74
2198,394,54.19
2199,146,26.98
2200,411,28.66
2200,350,16.67
2200,93,36.08
2201,17,29.32
2201,500,56.07
2201,40,54.31
2202,273,16.55
2202,452,27.76
2203,475,40.82
2204,241,42.22
2205,386,8.6
2205,8,20.32
2205,427,13.7
2206,494,4.74
2206,419,41.29
2207,455,15.48
2207,472,16.78
2208,345,47.4
2209,301,19.33
2209,4,52.14
2209,209,18.72
2210,65,21.48
2210,263,6.99
2211,97,30.74
2212,434,23.91
2213,107,13.83
2213,88,33.48
2213,95,17.47
2214,466,26.66
2214,21,16.59
2215,274,39.25
2215,169,31.34
2215,497,44.25
2215,87,27.6
2216,69,12.28
2217,290,22.74
2217,282,17.67
2218,400,36.51
2218,317,39.64
2219,444,55.96
2219,103,50.27
2219,458,7.62
2219,125,42.63
2220,198,24.0
2220,19,42.34
2220,210,30.36
2220,306,35.19
2221,316,5.63
2221,141,17.06
2221,432,38.76
2222,392,63.59
2223,381,17.28
2224,326,41.58
2224,410,6.25
2224,41,55.77
2225,54,7.53
2225,398,17.18
2226,73,36.79
2226,425,15.01
2226,298,37.41
2227,34,33.19
2227,83,4.66
2227,221,20.35
2227,118,23.57
2228,83,5.1
2228,496,54.31
2229,227,6.23
2229,81,4.98
2230,337,18.76
2231,93,30.5
2232,338,26.13
2233,409,18.97
2233,385,19.45
2233,371,8.85
2234,367,46.47
2234,90,23.34
2234,49,62.25
2234,46,30.64
2235,54,7.29
2235,360,41.46
2235,346,58.74
2236,430,27.2
2236,424,55.11
2237,440,19.5
2237,100,38.81
2237,321,12.05
2238,398,16.21
2238,286,33.75
2238,422,34.24
2238,238,36.36
2239,490,55.14
2240,224,21.49
2240,465,56.78
2240,185,30.6
2241,400,37.93
2241,89,34.98
2242,307,56.84
2242,335,11.61
2242,394,34.24
2242,472,22.39
2243,490,57.0
2243,405,32.95
2243,203,43.46
2243,330,40.75
2244,111,8.53
2244,301,15.19
2244,36,23.47
2244,53,51.64
2245,66,30.11
2245,95,11.18
2245,291,47.29
2246,113,14.48
2246,498,28.58
2247,239,30.75
2248,111,8.39
2249,303,36.23
2249,146,32.23
2249,298,35.11
2250,98,15.47
2250,75,13.7
2251,34,26.18
2252,175,48.66
2252,48,60.53
2252,348,41.25
2253,105,51.78
2253,110,29.1
2254,377,5.57
2254,170,7.64
2254,216,23.7
2254,334,26.29
2255,242,43.87
2255,425,16.93
2256,385,15.37
2256,467,56.53
2256,71,21.42
2257,144,19.47
2258,116,16.61
2258,411,32.94
2258,120,10.88
2259,406,63.62
2259,330,23.94
2259,245,10.97
2260,286,38.04
2260,98,11.9
2261,282,19.86
2262,180,15.38
2262,188,44.83
2262,247,28.58
2263,281,31.17
2264,6,21.44
2264,65,30.63
2265,178,68.83
2265,490,39.8
2265,370,38.91
2266,115,9.36
2266,270,19.96
2266,59,34.68
2267,380,36.19
2267,14,28.25
2267,326,40.98
2267,144,24.84
2268,477,58.81
2268,273,28.1
2269,208,16.04
2269,116,21.4
2269,283,49.99
2270,401,68.88
2270,220,45.36
2270,110,56.31
2270,378,11.82
2271,137,24.12
2271,338,24.53
2271,446,26.68
2272,471,10.39
2272,136,7.87
2272,465,38.47
2273,20,20.84
2273,340,33.02
2274,32,12.17
2274,279,15.53
2274,287,48.1
2274,494,3.38
2275,229,38.05
2276,437,11.37
2276,230,41.31
2276,392,55.34
2276,96,4.22
2277,218,21.32
2277,480,19.87
2278,320,3.3
2279,402,15.07
2279,31,24.75
2279,155,62.85
2280,315,7.04
2280,330,41.48
2280,164,42.36
2281,255,23.26
2281,446,47.7
2281,276,32.99
2282,318,19.39
2282,233,29.23
2282,412,15.65
2282,237,29.6
2283,54,5.23
2284,213,5.18
2284,242,38.66
2284,51,38.06
2284,76,39.12
2285,42,58.17
2285,162,13.23
2285,284,48.83
2285,7,41.66
2286,138,22.15
2286,384,32.58
2286,402,16.42
2287,337,18.26
2287,393,11.4
2287,423,24.23
2287,35,29.31
2288,50,49.69
2289,136,7.32
2289,202,50.99
2290,32,10.48
2290,31,20.27
2290,431,12.06
2291,295,46.09
2291,83,6.16
2291,223,48.16
2292,11,23.14
2292,108,34.79
2293,101,16.96
2293,354,10.18
2293,429,33.81
2293,173,27.92
2294,476,33.92
2294,426,19.93
2294,384,31.66
2295,486,36.34
2295,265,4.38
2295,52,41.32
2295,381,21.11
2296,203,35.5
2296,306,24.58
2296,61,5.64
2296,474,24.98
2297,198,19.55
2297,61,6.29
2297,193,9.99
2298,59,50.55
2299,87,15.46
2299,260,16.65
2299,177,28.8
2299,11,34.15
2300,477,45.75
2300,249,9.71
2300,376,8.8
2301,99,41.17
2301,391,61.94
2301,179,27.57
2301,364,15.31
2302,114,15.38
2302,251,45.5
2303,479,43.1
2303,404,26.72
2304,241,49.91
2304,130,34.18
2304,3,35.56
2305,459,2.96
2305,159,18.68
2305,402,12.56
2306,16,3.56
2307,143,25.44
2307,71,29.81
2307,325,39.29
2307,444,55.02
2308,350,31.07
2308,430,26.6
2308,73,36.75
2309,454,25.99
2309,232,22.52
2310,221,11.54
2310,64,31.48
2310,377,7.35
2310,494,4.16
2311,202,35.48
2311,292,17.32
2311,229,49.2
2311,441,45.27
2312,319,30.33
2312,255,32.42
2312,240,34.95
2313,205,22.89
2313,70,32.08
2314,26,6.71
2314,308,25.94
2315,300,31.58
2316,145,48.0
2317,403,24.69
2318,314,23.67
2318,270,13.24
2318,322,51.73
2318,290,26.56
2319,301,17.47
2319,241,31.84
2319,259,5.37
2319,49,60.17
2320,131,25.54
2320,388,49.22
2321,375,19.23
2321,70,28.93
2321,441,41.08
2322,486,46.05
2322,291,27.79
2323,258,8.37
2323,481,35.82
2324,254,51.09
2324,410,9.01
2324,319,19.31
2325,295,30.77
2325,267,30.65
2325,140,5.84
2326,303,23.99
2326,360,30.39
2326,314,30.1
2327,200,59.82
2328,18,30.05
2329,405,17.02
2329,30,47.65
2330,247,38.04
2330,403,25.24
2330,384,28.65
2330,385,11.8
2331,138,29.6
2331,321,14.24
2331,223,44.61
2332,37,8.53
2333,470,53.51
2333,225,58.6
2333,307,59.37
2334,72,37.5
2334,55,61.07
2334,316,6.84
2335,365,24.68
2336,486,39.29
2337,162,11.26
2338,240,32.26
2338,155,47.64
2338,333,14.85
2338,146,37.92
2339,420,34.01
2339,134,33.48
2340,58,32.27
2340,485,15.26
2341,102,50.12
2341,388,47.23
2341,63,40.21
2342,466,14.56
2342,447,27.5
2343,363,40.1
2343,245,12.2
2344,428,5.33
2344,2,7.14
2344,333,19.34
2345,128,43.67
2345,105,57.06
2346,285,17.99
2346,249,7.72
2347,195,33.49
2347,345,50.74
2347,349,15.54
2347,84,4.98
2348,12,6.03
2348,129,9.9
2348,274,42.88
2348,400,49.99
2349,325,49.04
2349,59,27.88
2349,140,8.94
2350,42,57.36
2350,12,7.84
2350,413,29.86
2350,352,10.65
2351,183,27.59
2351,96,7.22
2351,136,8.72
2352,95,21.66
2352,125,56.97
2353,414,7.99
2353,499,31.46
2353,300,30.81
2353,126,7.32
2354,340,43.59
2354,12,8.42
2354,287,35.44
2354,285,16.58
2355,227,8.09
2355,18,25.29
2355,322,48.12
2355,381,18.73
2356,46,27.16
2357,433,34.69
2357,286,36.72
2358,13,9.19
2359,23,27.0
2359,128,38.9
2359,138,20.85
2360,303,41.72
2361,469,14.48
2361,415,25.9
2361,236,38.48
2362,253,36.39
2362,277,28.67
2362,398,11.82
2363,262,4.07
2364,496,67.67
2365,48,49.08
2366,449,37.5
2367,212,33.29
2367,189,36.33
2368,427,20.5
2368,6,20.64
2368,454,20.13
2368,493,27.28
2369,495,14.81
2369,321,11.87
2370,308,43.36
2370,269,33.4
2370,3,34.41
2370,459,3.23
2371,296,42.22
2371,345,46.34
2371,124,39.61
2372,339,39.05
2373,348,23.43
2373,28,36.17
2374,273,28.58
2375,93,45.56
2375,43,26.29
2375,409,18.64
2375,492,37.67
2376,462,40.37
2376,140,6.61
2376,100,43.05
2377,364,20.04
2377,22,12.65
2378,45,29.86
2379,308,39.34
2379,212,35.95
2380,76,56.03
2381,78,37.71
2382,293,12.04
2382,175,56.71
2382,360,25.93
2382,338,23.61
2383,51,24.93
2383,123,2.82
2383,258,8.43
2384,136,5.88
2384,453,38.69
2385,155,39.97
2385,389,51.62
2385,270,14.98
2386,366,46.25
2386,188,37.81
2386,176,23.36
2386,108,34.27
2387,95,20.3
2388,235,59.89
2388,423,39.58
2388,345,37.03
2389,310,50.94
2389,209,25.21
2389,175,31.97
2390,127,36.02
2390,82,58.59
2391,190,14.08
2391,279,13.1
2391,247,46.96
2391,221,14.32
2392,239,27.16
2392,61,7.79
2393,356,11.96
2393,428,3.73
2393,333,15.26
2393,344,25.18
2394,53,56.86
2394,176,27.11
2395,128,35.89
2395,134,35.91
2396,411,48.9
2396,276,31.71
2397,81,4.49
2398,245,12.97
2398,184,29.64
2398,471,8.73
2398,123,4.06
2399,44,38.55
2399,149,29.87
2400,77,38.92
2400,493,26.38
2400,241,36.47
2400,171,50.79
2401,206,17.12
2401,369,11.98
2401,189,28.0
2402,241,56.24
2402,25,55.64
2403,229,41.43
2403,145,44.46
2403,315,7.66
2404,275,38.75
2405,291,39.92
2405,146,37.54
2405,132,16.96
2406,340,44.17
2407,123,3.04
2407,297,29.49
2407,93,44.89
2408,442,35.42
2408,263,6.74
2408,436,36.44
2408,32,10.26
2409,177,30.13
2410,125,55.21
2410,454,19.41
2410,239,36.16
2410,23,26.9
2411,305,37.31
2411,342,33.82
2412,410,7.64
2412,286,27.44
2413,432,40.03
2413,389,41.5
2414,172,57.04
2414,308,41.1
2415,403,20.62
2415,78,50.3
2415,212,38.65
2416,97,29.47
2416,375,20.29
2417,408,28.83
2417,3,33.58
2417,341,31.3
2418,469,12.38
2418,235,66.0
2419,200,38.28
2419,283,48.23
2420,233,53.2
2420,407,35.24
2420,91,25.26
2421,302,9.95
2421,480,18.11
2421,80,4.88
2421,451,18.2
2422,281,18.97
2422,471,5.4
2422,18,36.48
2423,399,24.64
2423,352,7.72
2424,268,50.53
2424,154,10.62
2424,241,37.22
2425,291,27.81
2425,61,9.11
2425,58,27.19
2425,56,45.65
2426,284,56.88
2426,130,29.92
2426,330,35.32
2427,305,42.94
2427,457,32.86
2428,358,7.64
2428,40,55.53
2428,425,17.91
2428,326,33.39
2429,448,51.53
2430,287,30.62
2431,234,22.94
2432,343,10.96
2432,5,20.0
2432,102,38.03
2433,220,39.44
2433,167,5.3
2433,472,23.61
2433,496,60.6
2434,233,34.07
2434,48,56.57
2434,463,25.94
2434,354,12.27
2435,294,6.16
2435,33,17.49
2436,333,22.42
2436,398,14.69
2436,73,36.89
2436,101,19.32
2437,449,24.45
2437,500,67.2
2437,64,38.12
2437,169,26.44
2438,46,37.77
2438,94,13.59
2439,469,12.18
2439,73,22.29
2440,126,5.13
2440,248,58.16
2440,282,23.49
2440,163,26.2
2441,397,14.38
2441,449,27.99
2441,14,27.1
2442,192,31.35
2442,228,10.71
2442,207,5.51
2443,236,43.47
2444,388,58.91
2444,281,23.33
2444,3,34.58
2444,328,4.2
2445,46,46.76
2446,148,47.3
2446,420,43.83
2447,277,44.93
2447,6,21.3
2447,447,27.43
2448,84,4.39
2448,13,6.07
2449,190,23.85
2449,179,20.21
2449,421,5.34
2449,143,21.88
2450,110,33.18
2450,414,9.92
2450,31,22.79
2451,46,42.36
2452,488,48.67
2453,474,43.88
2454,344,15.69
2454,347,53.44
2454,139,43.27
2454,164,39.0
2455,427,12.12
2455,122,40.01
2456,434,22.5
2456,182,17.85
2456,361,15.12
2456,263,4.73
2457,463,22.22
2457,305,37.9
2457,318,17.24
2458,414,13.22
2458,439,35.93
2458,425,14.99
2458,167,4.82
2459,134,22.88
2459,283,58.22
2460,474,47.46
2460,472,27.21
2460,34,24.97
2460,27,11.41
2461,21,26.04
2462,126,7.25
2462,189,29.68
2462,406,36.71
2463,351,29.24
2463,42,60.1
2463,295,41.86
2464,79,66.47
2464,147,29.73
2465,10,4.11
2466,459,5.31
2466,193,9.56
2466,484,25.35
2467,449,25.37
2468,196,16.34
2468,257,36.01
2468,109,13.84
2468,279,19.87
2469,376,8.39
2469,437,12.03
2469,93,45.68
2469,67,16.17
2470,145,53.0
2471,360,33.24
2471,211,22.75
2471,9,35.24
2472,195,31.98
2472,62,10.09
2472,409,11.71
2472,243,8.77
2473,157,16.58
2473,83,5.72
2474,305,36.87
2474,440,19.94
2475,196,17.06
2475,255,33.42
2475,118,26.55
2476,35,16.94
2476,262,3.93
2476,289,14.33
2477,23,37.85
2478,118,34.94
2479,111,12.68
2480,437,14.37
2481,352,9.45
2482,26,9.28
2482,217,13.3
2482,351,33.07
2483,155,55.11
2484,116,15.04
2484,222,12.03
2485,437,12.37
2485,405,26.39
2485,424,52.95
2485,144,15.95
2486,149,32.79
2487,370,24.91
2487,111,12.18
2487,394,44.11
2487,192,30.91
2488,374,11.7
2488,373,25.4
2489,306,29.88
2489,413,33.96
2489,273,19.05
2490,135,22.75
2491,338,16.81
2491,258,6.28
2491,110,51.69
2492,124,33.58
2493,143,19.78
2493,131,32.02
2493,157,20.96
2494,174,14.12
2495,224,16.92
2495,316,6.26
2496,131,19.61
2497,273,20.15
2497,428,5.06
2497,305,46.21
2497,346,51.47
2498,47,43.15
2499,23,24.61
2500,499,40.0
2501,343,13.4
2502,412,10.89
2502,315,6.47
2502,421,7.28
2502,58,23.41
2503,380,32.54
2504,408,25.74
2505,170,5.07
2505,350,22.89
2506,218,19.97
2507,144,18.39
2507,341,30.22
2508,467,57.37
2508,208,14.2
2509,438,9.15
2509,254,55.39
2509,274,30.23
2509,272,52.68
2510,236,33.61
2510,52,42.04
2511,227,6.1
2512,127,40.56
2513,13,6.71
2513,300,35.42
2513,239,35.94
2514,218,14.66
2514,392,64.45
2514,472,25.76
2514,315,6.94
2515,464,57.84
2515,135,21.58
2515,416,56.33
2515,101,19.16
2516,211,27.45
2517,198,35.12
2517,284,61.54
2518,51,28.73
2519,201,30.24
2519,15,37.83
2519,293,19.8
2520,383,37.99
2520,28,31.46
2520,91,30.59
2521,481,47.76
2521,332,42.96
2521,492,57.4
2522,325,51.35
2523,161,55.87
2524,159,10.69
2525,478,21.79
2525,270,20.04
2525,147,37.53
2526,5,30.2
2526,303,23.37
2527,328,6.5
2527,37,8.32
2527,53,33.39
2528,294,8.2
2528,351,26.29
2528,18,24.54
2528,199,4.83
2529,70,36.04
2530,121,62.91
2530,143,25.65
2531,67,13.6
2531,345,47.84
2531,248,48.16
2531,216,25.95
2532,49,56.74
2532,424,62.89
2532,103,44.48
2532,122,38.32
2533,197,8.72
2533,70,33.5
2534,111,9.51
2534,163,24.97
2534,363,30.78
2534,286,39.41
2535,69,13.0
2535,210,26.95
2535,354,8.57
2535,261,37.98
2536,297,39.82
2536,306,30.68
2537,88,55.1
2538,347,52.24
2538,205,18.72
2538,439,36.1
2538,473,4.1
2539,213,5.45
2539,32,15.49
2539,195,43.7
2539,6,18.84
2540,82,61.31
2540,18,32.34
2540,428,4.79
2541,411,31.57
2542,362,38.09
2542,337,17.92
2542,334,29.15
2542,357,43.79
2543,136,9.54
2543,46,34.28
2543,476,33.77
2543,243,9.68
2544,370,28.21
2544,464,70.0
2545,446,33.74
2545,320,3.6
2546,251,61.0
2546,56,40.11
2546,52,41.69
2547,384,25.82
2548,243,6.39
2549,235,33.69
2549,455,17.79
2550,200,37.33
2550,338,25.91
2550,170,5.72
2550,296,43.13
2551,233,44.26
2551,474,47.57
2551,38,28.18
2552,191,24.09
2552,245,9.77
2552,476,44.0
2552,288,22.49
2553,428,5.05
2554,180,17.1
2554,270,19.95
2555,183,39.15
2555,196,27.94
2555,154,6.53
2556,150,61.07
2557,49,54.24
2557,316,7.75
2557,27,7.31
2557,220,28.37
2558,112,12.09
2558,279,13.63
2559,106,34.96
2559,327,23.04
2559,276,50.84
2560,178,59.49
2560,439,27.4
2560,101,16.09
2560,401,36.6
2561,245,12.13
2562,361,13.16
2563,127,49.28
2563,222,15.72
2563,262,2.9
2563,326,44.95
2564,295,42.36
2564,462,22.72
2565,41,35.55
2565,81,4.94
2565,131,29.79
2566,470,58.71
2566,79,49.7
2566,2,7.84
2567,159,11.3
2568,356,21.58
2569,433,47.32
2569,127,30.15
2569,320,5.93
2569,17,23.42
2570,338,26.47
2570,451,21.25
2570,97,18.65
2571,291,41.52
2571,76,42.37
2571,486,36.47
2572,239,23.79
2572,118,28.73
2573,475,42.25
2574,60,40.12
2575,312,18.84
2576,342,40.33
2577,401,44.27
2578,389,45.74
2579,199,4.24
2579,474,40.77
2579,130,36.52
2580,312,17.44
2580,49,57.78
2580,81,3.53
2580,69,11.68
2581,226,50.61
2582,133,17.96
2583,247,43.93
2583,240,33.65
2583,125,57.43
2584,159,15.76
2584,500,49.41
2585,133,12.29
2585,211,39.75
2586,308,42.48
2586,175,52.03
2586,365,45.21
2587,140,6.18
2587,408,35.25
2587,232,16.9
2588,375,19.16
2589,496,52.3
2589,131,27.94
2589,470,33.88
2590,443,35.32
2590,3,30.66
2590,379,47.95
2590,119,26.96
2591,97,30.52
2592,414,13.09
2592,388,50.64
2592,460,30.68
2593,82,36.1
2593,17,22.37
2593,471,10.13
2594,277,33.97
2594,148,56.26
2594,281,33.54
2595,404,18.11
2595,96,5.33
2596,486,56.09
2596,170,8.33
2596,131,32.28
2596,34,19.58
2597,144,22.66
2597,427,14.48
2597,213,6.72
2598,432,28.79
2598,28,33.53
2598,348,21.71
